% Column 0: Length, mm
% Column 1: B.t, Tesla
0.00000000e+000	3.58295713e-001	
5.21403083e-003	3.57410653e-001	
1.04280617e-002	3.56463578e-001	
1.56420925e-002	3.55596308e-001	
2.08561233e-002	3.54777285e-001	
2.60701541e-002	3.53958261e-001	
3.12841850e-002	3.53139574e-001	
3.64982158e-002	3.52373419e-001	
4.17122466e-002	3.51607264e-001	
4.69262774e-002	3.50841108e-001	
5.21403083e-002	3.50074953e-001	
5.73543391e-002	3.49308798e-001	
6.25683699e-002	3.48541177e-001	
6.77824008e-002	3.47663056e-001	
7.29964316e-002	3.46784936e-001	
7.82104624e-002	3.45906815e-001	
8.34244932e-002	3.45028695e-001	
8.86385241e-002	3.44150574e-001	
9.38525549e-002	3.43272453e-001	
9.90665857e-002	3.42394333e-001	
1.04280617e-001	3.41516212e-001	
1.09494647e-001	3.40639499e-001	
1.14708678e-001	3.39846874e-001	
1.19922709e-001	3.39054249e-001	
1.25136740e-001	3.38261624e-001	
1.30350771e-001	3.37468999e-001	
1.35564802e-001	3.36676374e-001	
1.40778832e-001	3.35883749e-001	
1.45992863e-001	3.35091124e-001	
1.51206894e-001	3.34298499e-001	
1.56420925e-001	3.32940843e-001	
1.61634956e-001	3.32010485e-001	
1.66848986e-001	3.31080126e-001	
1.72063017e-001	3.30149767e-001	
1.77277048e-001	3.29219408e-001	
1.82491079e-001	3.28289049e-001	
1.87705110e-001	3.27358690e-001	
1.92919141e-001	3.26428332e-001	
1.98133171e-001	3.25497973e-001	
2.03347202e-001	3.24567614e-001	
2.08561233e-001	3.23637255e-001	
2.13775264e-001	3.22706896e-001	
2.18989295e-001	3.21776537e-001	
2.24203326e-001	3.20846179e-001	
2.29417356e-001	3.19915820e-001	
2.34631387e-001	3.18981586e-001	
2.39845418e-001	3.17921342e-001	
2.45059449e-001	3.16861098e-001	
2.50273480e-001	3.15800855e-001	
2.55487511e-001	3.14740611e-001	
2.60701541e-001	3.13680367e-001	
2.65915572e-001	3.12620123e-001	
2.71129603e-001	3.11559879e-001	
2.76343634e-001	3.10499636e-001	
2.81557665e-001	3.09439392e-001	
2.86771696e-001	3.08379148e-001	
2.91985726e-001	3.07318904e-001	
2.97199757e-001	3.06258661e-001	
3.02413788e-001	3.05198417e-001	
3.07627819e-001	3.04138173e-001	
3.12841850e-001	3.02558993e-001	
3.18055880e-001	3.01663683e-001	
3.23269911e-001	3.00768372e-001	
3.28483942e-001	2.99873061e-001	
3.33697973e-001	2.98977750e-001	
3.38912004e-001	2.98082439e-001	
3.44126035e-001	2.97187128e-001	
3.49340065e-001	2.96291817e-001	
3.54554096e-001	2.95396506e-001	
3.59768127e-001	2.94501195e-001	
3.64982158e-001	2.93605884e-001	
3.70196189e-001	2.92710573e-001	
3.75410220e-001	2.91815262e-001	
3.80624250e-001	2.90919951e-001	
3.85838281e-001	2.90024640e-001	
3.91052312e-001	2.89129329e-001	
3.96266343e-001	2.88234018e-001	
4.01480374e-001	2.87338707e-001	
4.06694405e-001	2.86443396e-001	
4.11908435e-001	2.85548085e-001	
4.17122466e-001	2.84652775e-001	
4.22336497e-001	2.83757464e-001	
4.27550528e-001	2.82862153e-001	
4.32764559e-001	2.81966842e-001	
4.37978590e-001	2.81071531e-001	
4.43192620e-001	2.80176220e-001	
4.48406651e-001	2.79280909e-001	
4.53620682e-001	2.78385598e-001	
4.58834713e-001	2.77490287e-001	
4.64048744e-001	2.76594976e-001	
4.69262774e-001	2.75215217e-001	
4.74476805e-001	2.74413822e-001	
4.79690836e-001	2.73612428e-001	
4.84904867e-001	2.72811033e-001	
4.90118898e-001	2.72009639e-001	
4.95332929e-001	2.71208244e-001	
5.00546959e-001	2.70406850e-001	
5.05760990e-001	2.69605455e-001	
5.10975021e-001	2.68804061e-001	
5.16189052e-001	2.68002667e-001	
5.21403083e-001	2.67201272e-001	
5.26617114e-001	2.66399878e-001	
5.31831144e-001	2.65598483e-001	
5.37045175e-001	2.64797089e-001	
5.42259206e-001	2.63995694e-001	
5.47473237e-001	2.63194300e-001	
5.52687268e-001	2.62392905e-001	
5.57901299e-001	2.61591511e-001	
5.63115329e-001	2.60790116e-001	
5.68329360e-001	2.59988722e-001	
5.73543391e-001	2.59187327e-001	
5.78757422e-001	2.58385933e-001	
5.83971453e-001	2.57584538e-001	
5.89185484e-001	2.56783144e-001	
5.94399514e-001	2.55981750e-001	
5.99613545e-001	2.55180355e-001	
6.04827576e-001	2.54378961e-001	
6.10041607e-001	2.53577566e-001	
6.15255638e-001	2.52776172e-001	
6.20469668e-001	2.51974777e-001	
6.25683699e-001	2.50717602e-001	
6.30897730e-001	2.49982322e-001	
6.36111761e-001	2.49247041e-001	
6.41325792e-001	2.48511760e-001	
6.46539823e-001	2.47776479e-001	
6.51753853e-001	2.47041198e-001	
6.56967884e-001	2.46305918e-001	
6.62181915e-001	2.45570637e-001	
6.67395946e-001	2.44835356e-001	
6.72609977e-001	2.44100075e-001	
6.77824008e-001	2.43364794e-001	
6.83038038e-001	2.42629514e-001	
6.88252069e-001	2.41894233e-001	
6.93466100e-001	2.41158952e-001	
6.98680131e-001	2.40423671e-001	
7.03894162e-001	2.39688390e-001	
7.09108193e-001	2.38953109e-001	
7.14322223e-001	2.38217829e-001	
7.19536254e-001	2.37482548e-001	
7.24750285e-001	2.36747267e-001	
7.29964316e-001	2.36011986e-001	
7.35178347e-001	2.35276705e-001	
7.40392378e-001	2.34541425e-001	
7.45606408e-001	2.33806144e-001	
7.50820439e-001	2.33070863e-001	
7.56034470e-001	2.32335582e-001	
7.61248501e-001	2.31600301e-001	
7.66462532e-001	2.30865021e-001	
7.71676562e-001	2.30129740e-001	
7.76890593e-001	2.29394459e-001	
7.82104624e-001	2.28259879e-001	
7.87318655e-001	2.27435212e-001	
7.92532686e-001	2.26610545e-001	
7.97746717e-001	2.25785878e-001	
8.02960747e-001	2.24961211e-001	
8.08174778e-001	2.24136544e-001	
8.13388809e-001	2.23311876e-001	
8.18602840e-001	2.22487209e-001	
8.23816871e-001	2.21662542e-001	
8.29030902e-001	2.20837875e-001	
8.34244932e-001	2.20013208e-001	
8.39458963e-001	2.19188541e-001	
8.44672994e-001	2.18363874e-001	
8.49887025e-001	2.17539207e-001	
8.55101056e-001	2.16714539e-001	
8.60315087e-001	2.15889872e-001	
8.65529117e-001	2.15065205e-001	
8.70743148e-001	2.14240538e-001	
8.75957179e-001	2.13415871e-001	
8.81171210e-001	2.12591204e-001	
8.86385241e-001	2.11766537e-001	
8.91599272e-001	2.10941870e-001	
8.96813302e-001	2.10117202e-001	
9.02027333e-001	2.09292535e-001	
9.07241364e-001	2.08467868e-001	
9.12455395e-001	2.07643201e-001	
9.17669426e-001	2.06818534e-001	
9.22883456e-001	2.05993867e-001	
9.28097487e-001	2.05169200e-001	
9.33311518e-001	2.04344533e-001	
9.38525549e-001	2.03217014e-001	
9.43739580e-001	2.02473471e-001	
9.48953611e-001	2.01729929e-001	
9.54167641e-001	2.00986386e-001	
9.59381672e-001	2.00242844e-001	
9.64595703e-001	1.99499301e-001	
9.69809734e-001	1.98755758e-001	
9.75023765e-001	1.98012216e-001	
9.80237796e-001	1.97268673e-001	
9.85451826e-001	1.96525131e-001	
9.90665857e-001	1.95781588e-001	
9.95879888e-001	1.95038046e-001	
1.00109392e+000	1.94294503e-001	
1.00630795e+000	1.93550960e-001	
1.01152198e+000	1.92807418e-001	
1.01673601e+000	1.92063875e-001	
1.02195004e+000	1.91320333e-001	
1.02716407e+000	1.90576790e-001	
1.03237810e+000	1.89833247e-001	
1.03759213e+000	1.89089705e-001	
1.04280617e+000	1.88346162e-001	
1.04802020e+000	1.87602620e-001	
1.05323423e+000	1.86859077e-001	
1.05844826e+000	1.86115534e-001	
1.06366229e+000	1.85371992e-001	
1.06887632e+000	1.84628449e-001	
1.07409035e+000	1.83884907e-001	
1.07930438e+000	1.83141364e-001	
1.08451841e+000	1.82397821e-001	
1.08973244e+000	1.81654279e-001	
1.09494647e+000	1.80624230e-001	
1.10016050e+000	1.79979959e-001	
1.10537454e+000	1.79335688e-001	
1.11058857e+000	1.78691417e-001	
1.11580260e+000	1.78047145e-001	
1.12101663e+000	1.77402874e-001	
1.12623066e+000	1.76758603e-001	
1.13144469e+000	1.76114332e-001	
1.13665872e+000	1.75470061e-001	
1.14187275e+000	1.74825790e-001	
1.14708678e+000	1.74181519e-001	
1.15230081e+000	1.73537248e-001	
1.15751484e+000	1.72892976e-001	
1.16272887e+000	1.72248705e-001	
1.16794291e+000	1.71604434e-001	
1.17315694e+000	1.70960163e-001	
1.17837097e+000	1.70315892e-001	
1.18358500e+000	1.69671621e-001	
1.18879903e+000	1.69027350e-001	
1.19401306e+000	1.68383079e-001	
1.19922709e+000	1.67738807e-001	
1.20444112e+000	1.67094536e-001	
1.20965515e+000	1.66450265e-001	
1.21486918e+000	1.65805994e-001	
1.22008321e+000	1.65161723e-001	
1.22529724e+000	1.64517452e-001	
1.23051128e+000	1.63873181e-001	
1.23572531e+000	1.63228910e-001	
1.24093934e+000	1.62584639e-001	
1.24615337e+000	1.61940367e-001	
1.25136740e+000	1.61031515e-001	
1.25658143e+000	1.60468922e-001	
1.26179546e+000	1.59906328e-001	
1.26700949e+000	1.59343734e-001	
1.27222352e+000	1.58781141e-001	
1.27743755e+000	1.58218547e-001	
1.28265158e+000	1.57655954e-001	
1.28786561e+000	1.57093360e-001	
1.29307965e+000	1.56530767e-001	
1.29829368e+000	1.55968173e-001	
1.30350771e+000	1.55405580e-001	
1.30872174e+000	1.54842986e-001	
1.31393577e+000	1.54280392e-001	
1.31914980e+000	1.53717799e-001	
1.32436383e+000	1.53155205e-001	
1.32957786e+000	1.52592612e-001	
1.33479189e+000	1.52030018e-001	
1.34000592e+000	1.51467425e-001	
1.34521995e+000	1.50904831e-001	
1.35043398e+000	1.50342238e-001	
1.35564802e+000	1.49779644e-001	
1.36086205e+000	1.49217050e-001	
1.36607608e+000	1.48654457e-001	
1.37129011e+000	1.48091863e-001	
1.37650414e+000	1.47529270e-001	
1.38171817e+000	1.46966676e-001	
1.38693220e+000	1.46404083e-001	
1.39214623e+000	1.45841489e-001	
1.39736026e+000	1.45278896e-001	
1.40257429e+000	1.44716302e-001	
1.40778832e+000	1.43929827e-001	
1.41300235e+000	1.43402905e-001	
1.41821639e+000	1.42875982e-001	
1.42343042e+000	1.42349060e-001	
1.42864445e+000	1.41822137e-001	
1.43385848e+000	1.41295215e-001	
1.43907251e+000	1.40768292e-001	
1.44428654e+000	1.40241370e-001	
1.44950057e+000	1.39714447e-001	
1.45471460e+000	1.39187524e-001	
1.45992863e+000	1.38660602e-001	
1.46514266e+000	1.38133679e-001	
1.47035669e+000	1.37606757e-001	
1.47557072e+000	1.37079834e-001	
1.48078476e+000	1.36552912e-001	
1.48599879e+000	1.36025989e-001	
1.49121282e+000	1.35499067e-001	
1.49642685e+000	1.34972144e-001	
1.50164088e+000	1.34445222e-001	
